time,density,mach_number,sound_speed,magnetic_energy_density,magnetic_field_magnitude
0.0,1.0,0.0,1.0000499987500455,0.044999999973452304,0.756161704775762
0.2004244550107051,1.0000000000068745,0.15182439956525035,1.000049824456975,0.04057476380924533,0.7236071484732058
0.4002152737658678,1.0000000000073648,0.2678698036586999,1.0000498769491772,0.04685827872212551,0.7490304942165378
0.6000496354267716,1.0000000000050662,0.3568835249233351,1.000049811894857,0.05596805292711899,0.8158514949227507
0.8001404862415056,0.9999999999946461,0.4279639577467896,1.000049768700784,0.06796271178709516,0.8923562855587855
1.0001879047417122,0.9999999999911235,0.50088725005033,1.00004969781348,0.0773290954091606,0.9611037374133425
1.200338892801849,1.0000000000091074,0.5576000668855434,1.000050106602824,0.08767385302547458,1.0438032515582778
1.4002397876778425,1.0000000000051372,0.591305949037447,1.0000512833876547,0.09196985692000804,1.1264544987561596
1.600240962211825,1.0000000000043752,0.5939505592211922,1.0000538791827478,0.09518054616847099,1.223403427806558
1.8002244037762636,1.0000000000058105,0.579389122326831,1.0000574951897263,0.0969531751182177,1.2973031775667263
2.0000744593671307,1.0000000000022382,0.562600548937965,1.0000610775744285,0.09704545697214759,1.329335993392595
2.2002931790930127,1.0000000000023572,0.5478707953554542,1.0000643574123638,0.09674467897922406,1.3503002773259514
2.400007002654935,1.0000000000034266,0.5307568537183539,1.0000673671544948,0.09758975590815791,1.3705003801519196
2.6002650500745252,1.0000000000079368,0.5227708370956546,1.0000702241797914,0.09657750680097447,1.3664474687954555
2.8003540681023913,0.9999999999875246,0.5200534935768873,1.0000729896786515,0.09582222036737773,1.3627165385978137
3.0002176913061644,1.000000000009729,0.521725717774858,1.000075779617748,0.09799217317372318,1.3794274526042585
3.2002934488683206,0.9999999999949623,0.5226595608861722,1.0000785054601504,0.09930546681932995,1.38807065313378
3.4002396746423975,1.0000000000020997,0.5212266730690087,1.000081189200491,0.10049624781806402,1.3952369240824667
3.6002492366682586,0.9999999999966409,0.5186366403427564,1.0000839865814533,0.10206903509243488,1.4043915747933393
3.8001689685814735,0.9999999999993969,0.5213886698256955,1.0000867901573236,0.10408951305559733,1.4237590716819868
4.0003780893046414,1.0000000000003464,0.5192773198361862,1.0000895522920072,0.1069196867872635,1.4474338790734986
4.200031247128813,0.9999999999925127,0.5084690824979305,1.0000924149578023,0.10867690533423584,1.4613572036220597
4.400129647478532,0.9999999999994884,0.5087753707931203,1.0000953898240128,0.10681242497864238,1.4487770896654426
4.600153638109424,0.9999999999908855,0.5086894924568602,1.000098389367193,0.10342688985207393,1.425684216757253
4.8002843491499405,1.000000000004034,0.511016886385709,1.0001012581869326,0.1023587148866322,1.4199904090095314
5.000231724485259,0.9999999999993925,0.5192592983271774,1.0001038807575808,0.10114853127857769,1.411464054606238
5.200035871857132,0.9999999999939444,0.5300832292860798,1.000106524833972,0.0985512700708773,1.3899849896347738
5.400296363355687,1.0000000000022755,0.5287787346593082,1.000109156159466,0.09613672872898595,1.374922328882749
5.600030677844936,1.0000000000033626,0.5240051311140725,1.00011181419112,0.09540749066923301,1.3688396020653082
5.800206239331552,0.9999999999982538,0.5185369277945207,1.0001143560314167,0.09577693165991671,1.3694894871912797
6.000304986570048,0.9999999999958078,0.5208052702725611,1.0001169911340981,0.09593938892184213,1.3704665235763052
6.200139084671803,1.0000000000087113,0.5255110392059528,1.0001197504866293,0.09719026452117492,1.3807102406545508
6.40010566394526,1.0000000000036433,0.5222192524756644,1.0001225708597279,0.09628483791324718,1.375354147087881
6.600388311262651,1.0000000000023839,0.5172346804280669,1.0001252542219388,0.09336773419831247,1.3586498900691086
6.800386224315984,1.0000000000016236,0.5181349221995402,1.000127865982681,0.09062353530271831,1.3366765117760036
7.0001461727096075,1.0000000000138876,0.5286901686383844,1.0001305224788362,0.08978925078549044,1.3290447788404427
7.200132744156603,1.0000000000017373,0.5430698685538778,1.0001330951045713,0.08939875002843034,1.3229093378122403
7.400230250014528,0.9999999999962697,0.5569509384346445,1.0001356810620219,0.08806683711758168,1.3119027655606654
7.600304296668461,0.9999999999956799,0.5651388185764222,1.0001384667623279,0.0880957472129835,1.311938985460057
7.800105431119653,1.0000000000009663,0.5722837266743478,1.0001414399438544,0.08849008836296322,1.3134725852207845
8.00011699303696,1.0000000000094857,0.5712297425179997,1.0001444271872502,0.0896215935244347,1.317616062682041
8.200235025503874,0.9999999999982663,0.569170013485329,1.0001475356652378,0.08902805624118845,1.3128556603148285
8.40033697903318,1.0000000000146905,0.5575714600962972,1.000150430764573,0.0887348835867398,1.3107631892897575
8.600054272937268,0.9999999999966569,0.5436519914747375,1.0001533639799727,0.08889658416227375,1.3152632165499294
8.800314698622158,1.0000000000028848,0.5327546289920523,1.0001562512951325,0.09223496603187882,1.3376584734045533
9.00004219357196,1.0000000000054197,0.5272199536162512,1.0001589529323485,0.09585104730251906,1.3641865642849078
9.200107999741617,1.0000000000055103,0.52010547207268,1.0001616762141385,0.09763989179285042,1.375229061870301
9.400108985325689,0.9999999999978417,0.5098939751012769,1.0001643856594014,0.09858610689832142,1.38091015458693
9.600063953738733,0.9999999999942499,0.5184914971546773,1.0001671791515199,0.09740304016871941,1.3732047860362033
9.80011040745866,0.9999999999848797,0.5288600804924216,1.0001699426540918,0.09540866590837391,1.3583097083820395
10.0,1.0000000000050342,0.5319438487899488,1.0001727679788717,0.09487147214317193,1.3567284133291944
